recipe_id,title,description,protein_grams,calories,carbs,fat,fiber,sugar,diet_tags,meal_type,site_name,site_domain,prep_time,prep_time_minutes,cook_time_minutes,total_time_minutes,difficulty,servings,canonical_url,image_url,intent_class
proteinbars-co-vegan-chocolate-chip-cookie-dough-bars,Vegan Chocolate Chip Cookie Dough Protein Bars,"These safe-to-eat raw cookie dough bars are a deliciously indulgent way to boost your protein intake, offering an impressive 16 grams of plant-based protein per serving. Crafted to deliver a satisfying combination of creamy, chewy, and crunchy textures, they taste like a guilt-free treat with ric...",16,250,24,14,5,10,vegan;cookie dough;no-bake;Vegan,snacks,ProteinBars,proteinbars.co,PT15M,15,0,15,Easy,12 bars,https://proteinbars.co/vegan-chocolate-chip-cookie-dough-bars.html,https://proteinbars.co/recipe_images/vegan-chocolate-chip-cookie-dough-bars.jpg,vegan
proteinbars-co-nut-free-chocolate-seed-bars,Nut-Free Chocolate Seed Protein Bars,"These nut-free chocolate seed protein bars are the perfect guilt-free treat packed with 17 grams of high-quality protein per serving, making them an ideal post-workout snack or quick energy boost. The crunchy texture combined with the rich chocolate flavor creates a satisfyingly indulgent experie...",17,240,20,14,6,8,nut-free;seeds;chocolate;Nut-Free,snacks,ProteinBars,proteinbars.co,PT10M,10,0,10,Easy,12 bars,https://proteinbars.co/nut-free-chocolate-seed-bars.html,https://proteinbars.co/recipe_images/nut-free-chocolate-seed-bars.jpg,quick-snack
proteinbars-co-high-protein-lemon-bars,High-Protein Lemon Bars,"This refreshing and tangy lemon bar features a protein-packed crust that offers a satisfying crunch with every bite, perfectly complemented by a sweet, gooey filling bursting with zesty citrus flavor. Packed with 19 grams of protein per serving, this dessert not only satisfies your sweet tooth bu...",19,220,18,12,3,10,high-protein;lemon;dessert;High-Protein,snacks,ProteinBars,proteinbars.co,PT15M,15,25,40,Medium,16 bars,https://proteinbars.co/high-protein-lemon-bars.html,https://proteinbars.co/recipe_images/high-protein-lemon-bars.jpg,quick-snack
proteinbars-co-meal-prep-berry-breakfast-bars,Meal Prep Berry Breakfast Bars,"These delicious meal prep berry breakfast bars are a powerhouse of nutrition, offering 18 grams of high-quality protein per serving to fuel your busy mornings and support muscle recovery. Packed with a vibrant mix of mixed berries, they deliver a natural sweetness and a burst of antioxidants, whi...",18,230,25,11,6,10,meal prep;breakfast;berries;Meal Prep,snacks,ProteinBars,proteinbars.co,PT10M,10,20,30,Easy,12 bars,https://proteinbars.co/meal-prep-berry-breakfast-bars.html,https://proteinbars.co/recipe_images/meal-prep-berry-breakfast-bars.jpg,meal-prep
proteinbars-co-no-bake-key-lime-pie-bars,No-Bake Key Lime Pie Bars,"Experience a burst of tropical flavor with these no-bake key lime pie bars, packed with 16 grams of high-quality protein per serving to fuel your active lifestyle. Made with wholesome ingredients, they offer a satisfying crunch from the crust and a creamy, tangy filling that melts in your mouth, ...",16,240,20,15,4,11,no-bake;key lime;dessert;No-Bake,snacks,ProteinBars,proteinbars.co,PT20M,20,0,20,Easy,12 bars,https://proteinbars.co/no-bake-key-lime-pie-bars.html,https://proteinbars.co/recipe_images/no-bake-key-lime-pie-bars.jpg,quick-snack
proteinbars-co-candy-bar-copycat-almond-mound,Candy Bar Copycat: Almond Mound,"This simple, three-ingredient protein bar tastes just like an Almond Joy, but healthier and with 20g of protein to fuel your day. Packed with high-quality protein, healthy fats from almonds and coconut, and natural sweetness, these bars offer a balanced macronutrient profile perfect for supportin...",20,280,15,20,7,5,almond mound;candy bar;coconut;Candy Bar Copycat,snacks,ProteinBars,proteinbars.co,PT10M,10,0,10,Easy,10 bars,https://proteinbars.co/candy-bar-copycat-almond-mound.html,https://proteinbars.co/recipe_images/candy-bar-copycat-almond-mound.jpg,quick-snack
proteinbars-co-vegan-peanut-butter-jelly-bars,Vegan Peanut Butter & Jelly Protein Bars,"These vegan peanut butter and jelly protein bars are the perfect guilt-free treat to fuel your day, offering a hearty 17 grams of plant-based protein per serving that supports muscle recovery and sustained energy. Crafted with wholesome ingredients, they deliver a satisfying chewy texture with ju...",17,260,25,14,5,12,vegan;peanut butter;jelly;no-bake;Vegan,snacks,ProteinBars,proteinbars.co,PT15M,15,0,15,Easy,12 bars,https://proteinbars.co/vegan-peanut-butter-jelly-bars.html,https://proteinbars.co/recipe_images/vegan-peanut-butter-jelly-bars.jpg,vegan
proteinbars-co-nut-free-apple-cinnamon-bars,Nut-Free Apple Cinnamon Protein Bars,"A warm and comforting nut-free protein bar with the classic flavors of apple and cinnamon, providing 16g of protein per serving. Packed with wholesome ingredients, these bars deliver a satisfying balance of macronutrients—perfect for fueling your day with clean, high-quality protein, healthy carb...",16,220,26,9,5,12,nut-free;apple;cinnamon;breakfast;Nut-Free,snacks,ProteinBars,proteinbars.co,PT10M,10,20,30,Easy,12 bars,https://proteinbars.co/nut-free-apple-cinnamon-bars.html,https://proteinbars.co/recipe_images/nut-free-apple-cinnamon-bars.jpg,quick-snack
proteinbars-co-high-protein-samoa-bars,High-Protein Samoa Bars,"A healthier take on the classic Girl Scout cookie, these Samoa bars are packed with 20g of protein, making them an ideal treat for fueling your active lifestyle. Rich in wholesome ingredients, they deliver a satisfying combination of chewy coconut, smooth caramel, and decadent chocolate, offering...",20,280,22,18,6,12,samoa;coconut;caramel;chocolate;High-Protein,snacks,ProteinBars,proteinbars.co,PT20M,20,10,30,Medium,12 bars,https://proteinbars.co/high-protein-samoa-bars.html,https://proteinbars.co/recipe_images/high-protein-samoa-bars.jpg,post-workout
proteinbars-co-meal-prep-banana-bread-bars,Meal Prep Banana Bread Protein Bars,"These delicious meal prep banana bread protein bars offer a satisfying way to fuel your day with 19 grams of muscle-loving protein per serving, making them an ideal choice for post-workout recovery or a quick breakfast on the go. Packed with wholesome ingredients, they provide a balanced macro pr...",19,240,26,11,5,11,meal prep;banana bread;breakfast;Meal Prep,snacks,ProteinBars,proteinbars.co,PT10M,10,20,30,Easy,12 bars,https://proteinbars.co/meal-prep-banana-bread-bars.html,https://proteinbars.co/recipe_images/meal-prep-banana-bread-bars.jpg,meal-prep
proteinbars-co-no-bake-birthday-cake-bars,No-Bake Birthday Cake Protein Bars,"These no-bake birthday cake flavored protein bars are a delightful treat that pack a punch with 20 grams of high-quality protein per serving, making them perfect for supporting muscle recovery and keeping you energized throughout the day. With a creamy, sweet taste reminiscent of birthday cake an...",20,250,22,14,3,10,no-bake;birthday cake;sprinkles;No-Bake,snacks,ProteinBars,proteinbars.co,PT15M,15,0,15,Easy,12 bars,https://proteinbars.co/no-bake-birthday-cake-bars.html,https://proteinbars.co/recipe_images/no-bake-birthday-cake-bars.jpg,quick-snack
proteinbars-co-candy-bar-copycat-butterfinger,Candy Bar Copycat: Protein Butterfinger,"This crunchy, peanut buttery Butterfinger copycat boasts an impressive 18g of protein per serving, making it the perfect guilt-free indulgence for anyone looking to fuel their active lifestyle. The rich, creamy peanut butter center is coated with a crisp, flaky exterior that delivers satisfying c...",18,270,24,16,4,13,butterfinger;candy bar;peanut butter;Candy Bar Copycat,snacks,ProteinBars,proteinbars.co,PT20M,20,5,25,Medium,12 bars,https://proteinbars.co/candy-bar-copycat-butterfinger.html,https://proteinbars.co/recipe_images/candy-bar-copycat-butterfinger.jpg,post-workout
proteinbars-co-vegan-double-chocolate-bars,Vegan Double Chocolate Protein Bars,"Intensely chocolatey, vegan, and packed with 18g of plant-based protein per serving, these no-bake bars are a delicious way to fuel your day. The rich, velvety texture melts in your mouth, offering a perfect balance of chewy oats, smooth cocoa, and crunchy bits for added satisfaction. With their ...",18,260,22,16,7,9,vegan;chocolate;no-bake;Vegan,snacks,ProteinBars,proteinbars.co,PT15M,15,0,15,Easy,12 bars,https://proteinbars.co/vegan-double-chocolate-bars.html,https://proteinbars.co/recipe_images/vegan-double-chocolate-bars.jpg,vegan
proteinbars-co-nut-free-vanilla-funfetti-bars,Nut-Free Vanilla Funfetti Protein Bars,"These nut-free vanilla funfetti protein bars are a delightful, guilt-free treat packed with 17 grams of high-quality protein per serving, making them perfect for fueling your busy day or post-workout recovery. The combination of smooth vanilla cake batter flavor and colorful sprinkles creates a f...",17,230,24,11,4,11,nut-free;vanilla;funfetti;no-bake;Nut-Free,snacks,ProteinBars,proteinbars.co,PT10M,10,0,10,Easy,12 bars,https://proteinbars.co/nut-free-vanilla-funfetti-bars.html,https://proteinbars.co/recipe_images/nut-free-vanilla-funfetti-bars.jpg,quick-snack
proteinbars-co-high-protein-red-velvet-bars,High-Protein Red Velvet Bars,"Indulge in these decadent red velvet protein bars, boasting a satisfying 22 grams of muscle-nourishing protein per serving to fuel your day and support your fitness goals. The rich, velvety texture combines a moist, tender crumb with a luscious, smooth cream cheese frosting that melts in your mou...",22,270,20,16,5,8,high-protein;red velvet;dessert;High-Protein,snacks,ProteinBars,proteinbars.co,PT15M,15,20,35,Medium,12 bars,https://proteinbars.co/high-protein-red-velvet-bars.html,https://proteinbars.co/recipe_images/high-protein-red-velvet-bars.jpg,quick-snack
proteinbars-co-meal-prep-pumpkin-spice-bars,Meal Prep Pumpkin Spice Protein Bars,"A seasonal favorite, these pumpkin spice protein bars are perfect for meal prep and contain 18g of protein per serving, making them an ideal choice for fueling your busy day or post-workout recovery. Packed with high-quality ingredients, they offer a satisfying balance of sweet pumpkin flavor and...",18,230,24,11,6,10,meal prep;pumpkin spice;seasonal;Meal Prep,snacks,ProteinBars,proteinbars.co,PT10M,10,20,30,Easy,12 bars,https://proteinbars.co/meal-prep-pumpkin-spice-bars.html,https://proteinbars.co/recipe_images/meal-prep-pumpkin-spice-bars.jpg,meal-prep
proteinbars-co-no-bake-matcha-coconut-bars,No-Bake Matcha Coconut Protein Bars,"A vibrant and energizing no-bake protein bar with the earthy flavor of matcha and the sweetness of coconut, offering 17g of protein. Packed with wholesome ingredients, these bars deliver a balanced macro profile—rich in protein to support muscle recovery, healthy fats from coconut for sustained e...",17,250,20,16,5,9,no-bake;matcha;coconut;No-Bake,snacks,ProteinBars,proteinbars.co,PT15M,15,0,15,Easy,12 bars,https://proteinbars.co/no-bake-matcha-coconut-bars.html,https://proteinbars.co/recipe_images/no-bake-matcha-coconut-bars.jpg,quick-snack
proteinbars-co-gluten-free-chocolate-peanut-butter-protein-bars,Gluten-Free Chocolate Peanut Butter Protein Bars,"These no-bake, gluten-free protein bars are a deliciously satisfying way to fuel your day, delivering a hearty 20 grams of protein per serving to support muscle recovery and keep hunger at bay. The rich chocolate peanut butter flavor combines smooth, velvety cocoa with creamy, nutty notes, creati...",20,220,18,10,4,6,gluten-free;no-bake;chocolate;peanut-butter;No-Bake Bars,snacks,ProteinBars,proteinbars.co,PT15M,15,0,75,Easy,10 bars,https://proteinbars.co/gluten-free-chocolate-peanut-butter-protein-bars.html,https://proteinbars.co/recipe_images/gluten-free-chocolate-peanut-butter-protein-bars.jpg,gluten-free
proteinbars-co-dairy-free-coconut-almond-protein-bars,Dairy-Free Coconut Almond Protein Bars,"These tropical-inspired dairy-free protein bars are a powerhouse of nutrition, offering a satisfying 18 grams of plant-based protein per serving to fuel your day and support muscle recovery. Packed with the crunchy texture of almonds and the chewy, coconut-infused goodness, they deliver a delight...",18,195,15,11,4,7,dairy-free;coconut;almond;vegan;No-Bake Bars,snacks,ProteinBars,proteinbars.co,PT15M,15,0,75,Easy,12 bars,https://proteinbars.co/dairy-free-coconut-almond-protein-bars.html,https://proteinbars.co/recipe_images/dairy-free-coconut-almond-protein-bars.jpg,vegan
proteinbars-co-gluten-free-chocolate-peanut-butter-protein-bars,Gluten-Free Chocolate Peanut Butter Protein Bars,"These no-bake, gluten-free protein bars are a deliciously satisfying way to fuel your day, delivering a hearty 20 grams of protein per serving to support muscle recovery and keep hunger at bay. The rich chocolate peanut butter flavor combines smooth, velvety cocoa with creamy, nutty notes, creati...",20,220,18,10,4,6,gluten-free;no-bake;chocolate;peanut-butter;No-Bake Bars,snacks,ProteinBars,proteinbars.co,PT15M,15,0,75,Easy,10 bars,https://proteinbars.co/gluten-free-chocolate-peanut-butter-protein-bars.html,https://proteinbars.co/recipe_images/gluten-free-chocolate-peanut-butter-protein-bars.jpg,gluten-free
proteinbars-co-dairy-free-coconut-almond-protein-bars,Dairy-Free Coconut Almond Protein Bars,"These tropical-inspired dairy-free protein bars are a powerhouse of nutrition, offering a satisfying 18 grams of plant-based protein per serving to fuel your day and support muscle recovery. Packed with the crunchy texture of almonds and the chewy, coconut-infused goodness, they deliver a delight...",18,195,15,11,4,7,dairy-free;coconut;almond;vegan;No-Bake Bars,snacks,ProteinBars,proteinbars.co,PT15M,15,0,75,Easy,12 bars,https://proteinbars.co/dairy-free-coconut-almond-protein-bars.html,https://proteinbars.co/recipe_images/dairy-free-coconut-almond-protein-bars.jpg,vegan
